id,name
1,Bills
2,49ers
3,Bears
4,Bengals
5,Broncos
6,Browns
7,Buccaneers
8,Cardinals
9,Chargers
10,Chiefs
11,Colts
12,Cowboys
13,Dolphins
14,Eagles
15,Falcons
16,Giants
17,Jaguars
18,Jets
19,Lions
20,Packers
21,Panthers
22,Patriots
23,Raiders
24,Rams
25,Ravens
26,Redskins
27,Saints
28,Seahawks
29,Steelers
30,Texans
31,Titans
32,Vikings
